"class","obj_ID","alpha","delta","u","g","r","i","z","run_ID","rerun_ID","cam_col","field_ID","spec_obj_ID","redshift","plate","MJD","fiber_ID"
"STAR",1.23766e+18,125.8392152,22.92412832,17.286,16.34131,16.0262,15.90775,15.85837,4335,301,3,100,2.1685e+18,0.000285517,1926,53317,77
"STAR",1.23765e+18,185.6641628,-0.723396917,24.02351,20.35635,18.93042,18.08796,17.58329,752,301,2,281,2.89138e+18,0.000315395,2568,54153,251
"STAR",1.23767e+18,245.7721472,53.04422737,24.57188,23.03424,21.37514,19.84105,18.95824,4679,301,3,93,9.07725e+18,-1.1e-05,8062,58251,873
"STAR",1.23766e+18,241.1741478,41.57544585,21.5591,21.18932,21.0612,21.19203,21.46696,3705,301,4,251,6.81416e+18,0.000422769,6052,56092,794
"STAR",1.23766e+18,342.6095893,0.080073072,25.15026,24.6821,22.43666,21.01936,20.01205,4192,301,4,240,1.03033e+19,0.00012003,9151,58067,711
"STAR",1.23766e+18,248.2119564,39.11943573,22.40847,21.67385,21.66211,21.64855,21.96419,3225,301,5,243,5.84368e+18,0.000203134,5190,56077,928
"STAR",1.23766e+18,234.5913257,45.51795118,21.94801,21.16614,20.93791,20.75846,21.03463,3187,301,4,57,9.58274e+18,-0.001045915,8511,57901,752
"STAR",1.23768e+18,328.7059577,4.590050516,19.90373,18.93666,18.57596,18.43434,18.41205,7765,301,5,114,4.61178e+18,-0.000941776,4096,55501,340
"STAR",1.23767e+18,266.6319021,26.51683346,20.49577,18.91286,18.31092,18.06786,17.9297,4828,301,6,117,2.47037e+18,-0.000156256,2194,53904,521
"STAR",1.23766e+18,125.1940628,29.56185535,19.04646,18.13444,17.86066,17.75843,17.73219,2963,301,1,15,5.01046e+18,-0.000497725,4450,55540,734
"STAR",1.23768e+18,332.9014943,31.46686585,20.97908,19.74641,19.9936,21.61898,18.94538,8156,301,5,82,8.67867e+18,-5.34e-05,7708,57664,863
"STAR",1.23767e+18,8.453677534,7.139036912,19.39126,18.46445,18.07205,17.89463,17.84689,5656,301,3,71,2.62003e+18,-0.000795165,2327,53710,225
"STAR",1.23767e+18,152.3559953,16.13669312,23.53114,18.92123,17.51011,16.51498,15.9989,5312,301,1,133,6.00339e+18,4.28e-05,5332,55981,323
"STAR",1.23767e+18,148.5262191,21.75905454,18.31941,17.39166,17.05704,16.92999,16.93376,5112,301,1,257,1.08268e+19,0.000556559,9616,58135,470
"STAR",1.23767e+18,52.41360788,18.37973134,19.63,17.97663,17.25759,16.95527,16.76609,6475,301,5,85,3.58839e+18,-0.000204782,3187,54821,528
"STAR",1.23765e+18,130.7836434,47.80443108,19.54357,19.71869,20.12779,20.63793,21.55582,2074,301,3,85,6.19277e+17,-0.00091771,550,51959,116
"STAR",1.23768e+18,349.6117641,33.78283541,21.42219,20.49579,20.23433,20.18708,20.04878,8157,301,3,61,8.03796e+18,-0.000700356,7139,56568,580
"STAR",1.23766e+18,26.02372501,0.84720016,23.35073,21.42929,21.15896,21.02428,20.62081,4263,301,6,289,4.09741e+18,-0.000749265,3639,55205,956
"STAR",1.23767e+18,241.3509238,10.21258067,25.66962,21.35251,20.1494,19.87877,19.70194,5322,301,4,212,2.84413e+18,-0.000194542,2526,54582,389
"STAR",1.23767e+18,171.9378319,18.3732701,24.48439,21.56255,20.88364,20.70987,20.95462,5313,301,1,84,6.63177e+18,-0.000280423,5890,56037,790
"STAR",1.23765e+18,204.9849384,66.08058209,17.00263,15.48652,14.98035,14.80512,14.75654,1412,301,3,222,2.75284e+18,-9.41e-06,2445,54573,64
"STAR",1.23765e+18,5.460488689,-9.5817415,19.83246,18.41107,17.83905,17.59984,17.4846,1740,301,4,58,2.15285e+18,5.31e-05,1912,53293,469
"STAR",1.23767e+18,20.26245422,0.412401931,20.82065,19.77847,19.29367,19.11555,19.0511,4858,301,4,490,1.21612e+18,0.000268184,1080,52614,549
"STAR",1.23766e+18,242.2907773,31.63250119,23.63098,20.4788,19.65272,19.36188,19.30453,3926,301,6,106,1.22917e+19,-7.64e-05,10917,58252,893
"STAR",1.23766e+18,174.1343053,38.1942568,21.07393,18.60599,17.14317,16.11777,15.56891,4504,301,6,115,2.29249e+18,0.000146858,2036,53446,585
"STAR",1.23766e+18,247.5723845,37.15677223,24.63465,22.04361,19.67845,19.30261,22.82689,3225,301,1,251,1.2082e+19,-0.000108342,10731,58247,38
"STAR",1.23767e+18,225.1695447,14.00457921,19.54934,18.48003,18.03999,17.86814,17.7688,5326,301,5,166,6.16794e+18,-0.000218766,5478,56014,946
"STAR",1.23766e+18,152.9758354,37.42602436,24.05514,21.73018,21.08508,20.90359,20.64957,3704,301,3,136,9.97118e+18,-0.000150989,8856,57453,748
"STAR",1.23765e+18,198.0581023,0.614054537,18.52099,16.93836,16.24164,15.96762,15.79528,752,301,5,364,8.39492e+18,-0.000132853,7456,56727,763
"STAR",1.23766e+18,158.0752591,47.94974319,23.75358,21.36192,19.97518,18.7369,18.07619,2964,301,6,204,8.31616e+18,-0.000159695,7386,56769,969
"STAR",1.23768e+18,43.94425531,0.793815924,23.92167,20.93143,19.48843,18.63483,18.17114,7717,301,1,623,1.20261e+18,-1.39e-05,1068,52614,525
"STAR",1.23765e+18,129.3595819,49.8708399,20.13852,18.74534,18.19133,18.06431,17.96802,1331,301,3,172,8.23034e+18,-0.00016689,7310,56693,56
"STAR",1.23767e+18,221.0924782,15.31516839,18.98646,18.86292,19.23086,19.50234,19.72945,5326,301,6,138,3.09521e+18,-6.62e-05,2749,54241,402
"STAR",1.23766e+18,30.81531159,0.859810763,20.0518,18.2865,17.53382,17.2352,17.10543,4263,301,6,321,1.6957e+18,-5.02e-06,1506,53003,329
"STAR",1.23767e+18,194.4230056,19.71629112,19.63113,18.20919,17.62359,17.39318,17.32015,5308,301,3,21,3.26403e+18,2.9e-05,2899,54568,177
"STAR",1.23767e+18,247.22626,11.92564392,25.63712,21.3049,20.26101,19.91077,19.67932,5323,301,3,129,2.85199e+18,-0.000214082,2533,54585,306
"STAR",1.23767e+18,38.70667899,24.70607717,19.35746,17.84994,17.2096,16.97558,16.844,5817,301,2,120,2.67854e+18,4.92e-05,2379,53762,75
"STAR",1.23768e+18,1.739033293,11.90071342,21.30061,20.32137,19.92758,19.81528,19.64482,7773,301,2,321,6.95362e+18,-0.000453052,6176,56264,228
"STAR",1.23766e+18,235.1963645,35.49979126,21.88224,20.83252,20.57348,20.39584,20.41577,3926,301,5,59,1.20923e+19,-0.000800741,10740,58223,470
"STAR",1.23766e+18,181.2803775,39.5849927,16.84299,15.27994,14.7362,14.5539,14.46252,3900,301,3,356,2.76078e+18,-0.000171973,2452,54178,274
"STAR",1.23767e+18,44.37100724,33.48727404,19.37428,17.56435,16.83053,16.52415,16.37748,5934,301,1,168,8.1673e+18,-0.000276959,7254,56625,90
"STAR",1.23766e+18,251.17399,35.56985276,18.12261,16.63562,16.02477,15.78091,15.66551,3225,301,4,272,2.44771e+18,-0.000787101,2174,53521,25
"STAR",1.23767e+18,106.0313839,12.03458838,19.04701,17.9312,17.54317,17.3997,17.3713,6605,301,2,66,3.07037e+18,6.85e-05,2727,54414,146
"STAR",1.23766e+18,238.4395689,43.24073949,22.45754,21.67132,21.17583,21.09067,21.27051,3187,301,4,80,9.57918e+18,-0.000389272,8508,57845,81
"STAR",1.23765e+18,155.3826825,-1.471769794,21.84886,21.11695,20.96816,20.92695,20.93211,1140,301,5,16,4.26068e+18,0.000465936,3784,55269,994
"STAR",1.24e+18,358.0332779,7.663644053,23.50844,21.74283,21.99325,21.83111,22.04999,5636,301,4,108,6.92788e+18,-0.001062379,6153,56164,804
"STAR",1.23765e+18,358.4992734,16.03212537,20.81122,18.18485,16.977,16.48823,16.21345,1739,301,6,293,3.52535e+18,-9.16e-06,3131,54731,584
"STAR",1.23766e+18,112.3074217,42.43718579,23.99696,23.56034,22.12165,20.22498,19.24567,4294,301,3,16,1.19978e+19,-3.97e-05,10656,58163,720
"STAR",1.23765e+18,134.2123446,2.062901094,22.25312,20.6536,20.3594,20.2355,20.01538,2125,301,1,102,4.29661e+18,-0.000103829,3816,55272,632
"STAR",1.23768e+18,334.3416427,2.512307486,18.14721,17.15663,16.79009,16.64025,16.5755,7712,301,4,158,1.27688e+19,-0.000150794,11341,58428,52
"STAR",1.23766e+18,190.8478603,59.26087696,21.24089,20.60676,20.38469,20.28708,20.06914,2989,301,2,62,7.69687e+18,-0.000990856,6836,56443,795
"STAR",1.23766e+18,139.8253178,50.20481592,23.03993,21.34218,20.31846,19.8296,19.50843,2243,301,3,157,8.21462e+18,-7.43e-05,7296,57046,179
"STAR",1.23766e+18,239.4114516,24.04580282,23.76731,22.52227,20.93513,18.66411,17.40225,4512,301,3,268,2.08292e+18,-3.45e-05,1850,53786,28
"STAR",1.23765e+18,228.1144161,61.64341617,26.73497,21.43378,20.17673,18.98343,18.50196,2206,301,6,66,7.86011e+18,-0.000200283,6981,56443,751
"STAR",1.23767e+18,106.5742801,11.83461074,19.42547,18.11215,17.57643,17.35332,17.28395,6605,301,1,69,3.07033e+18,3.55e-05,2727,54414,9
"STAR",1.23767e+18,222.8543789,27.39687506,23.44934,21.51986,20.02523,18.77335,18.03969,4588,301,5,109,2.41185e+18,-6.92e-05,2142,54208,636
"STAR",1.23766e+18,188.486288,7.558201524,17.09139,16.22669,15.99201,15.91123,15.90717,3841,301,4,157,1.83307e+18,0.000419727,1628,53474,399
"STAR",1.23766e+18,198.0935973,50.38015581,24.78688,23.61405,21.75266,20.29696,19.70543,2964,301,6,377,9.25831e+18,-4.82e-05,8223,57429,124
"STAR",1.23765e+18,322.5649277,11.99248861,19.75731,18.64268,18.17273,17.94621,17.82319,1739,301,5,59,2.20916e+18,-0.00036105,1962,53321,516
"STAR",1.23768e+18,43.15368792,0.774398191,18.36241,17.26676,16.88484,16.705,16.68211,7717,301,1,618,4.60662e+17,0.000338838,409,51871,616
"STAR",1.23766e+18,13.72159033,1.005923604,22.01224,19.35405,18.16292,17.6631,17.39304,4263,301,6,207,1.27244e+18,-7e-05,1130,52669,637
"STAR",1.23767e+18,182.3444189,35.25652363,19.2657,18.31807,17.96754,17.83332,17.78435,4552,301,4,86,1.15351e+19,0.000389157,10245,58161,798
"STAR",1.23768e+18,342.2818687,3.043344897,19.04654,18.04159,17.61551,17.43401,17.31083,7712,301,5,211,1.27e+19,-0.000608325,11307,58430,449
"STAR",1.23766e+18,214.1496941,46.68320599,18.86166,17.78998,17.35923,17.17696,17.07032,3664,301,5,34,3.72912e+18,8.94e-05,3312,54969,493
"STAR",1.23768e+18,341.652563,27.80950194,21.79197,20.56861,20.04766,19.78565,19.58263,8162,301,3,139,8.61541e+18,-0.000713222,7652,57579,93
"STAR",1.23767e+18,302.2548014,-10.48042274,17.4234,16.33937,15.72145,15.46006,15.45601,5421,301,6,184,2.59311e+18,-0.000209408,2303,54629,578
"STAR",1.23765e+18,356.1307793,15.94286948,18.73181,17.60305,17.69474,17.77551,17.87586,1739,301,6,278,3.52421e+18,-0.000547066,3130,54740,523
"STAR",1.23767e+18,287.9559402,39.2260358,19.64581,18.23312,17.67657,17.49171,17.38014,5403,301,5,176,2.86444e+18,-0.000247557,2544,53884,550
"STAR",1.23766e+18,200.8064613,39.7550582,24.22571,22.30938,21.01166,19.60756,18.8438,4382,301,5,72,9.95876e+18,-1.91e-05,8845,58159,625
"STAR",1.23767e+18,240.5323165,11.78092241,20.69308,20.05681,19.95358,19.88794,20.01366,5317,301,4,114,5.85935e+18,0.001268841,5204,56036,592
"STAR",1.23765e+18,109.885032,0.048816059,22.43742,19.55231,18.46435,18.01848,17.74893,308,301,3,24,8.38805e+18,0.000176876,7450,56722,358
"STAR",1.23768e+18,11.40288311,-5.789167797,21.94997,21.58617,21.24499,21.19262,20.76425,7881,301,2,98,8.90048e+18,0.000201938,7905,57666,893
"STAR",1.23766e+18,126.0357056,33.19438681,18.08426,16.64496,16.10033,15.91613,15.83049,2964,301,6,16,3.5827e+18,9.35e-05,3182,54828,330
"STAR",1.23766e+18,219.1735247,55.51174,19.84785,17.60157,16.71511,16.41555,16.25413,3225,301,4,74,3.7111e+18,-0.000260514,3296,54909,475
"STAR",1.23766e+18,47.9609027,-0.400079146,20.17841,19.17446,18.71498,18.50457,18.43667,3438,301,3,120,8.16842e+18,0.000552526,7255,56597,66
"STAR",1.23766e+18,118.7553287,51.95310498,22.05273,19.54995,18.73648,18.51115,18.8607,4264,301,3,111,4.14239e+18,-0.000173255,3679,55209,730
"STAR",1.23766e+18,226.3109128,10.63323215,21.69329,20.95357,20.60725,20.63071,20.60434,3836,301,6,511,6.16993e+18,0.000412627,5480,56001,12
"STAR",1.23767e+18,158.1947031,18.18922581,24.47625,21.70499,21.49408,21.31214,20.84304,5935,301,4,277,6.01481e+18,-0.000372285,5342,56003,906
"STAR",1.23767e+18,99.57633223,26.12435799,18.0759,16.88523,16.53131,16.37621,16.30817,6581,301,1,118,3.01517e+18,6.59e-05,2678,54173,27
"STAR",1.23766e+18,85.14042295,-0.769767778,24.6481,22.1747,20.36878,19.23029,18.48614,4158,301,2,74,1.40175e+18,0.000249833,1245,53770,6
"STAR",1.23765e+18,167.6539396,3.082032868,19.73639,17.14829,15.93444,15.48445,15.23344,1992,301,5,119,3.65146e+18,-4.62e-05,3243,54910,595
"STAR",1.23766e+18,211.6679624,46.62445287,25.15362,24.19244,22.20355,19.63564,18.13268,2964,301,3,442,1.44803e+18,5.87e-05,1286,52725,436
"STAR",1.23766e+18,248.9736658,26.28447182,21.69005,21.11884,20.84711,20.73737,20.32176,3926,301,5,159,4.71763e+18,-0.000582923,4190,55686,388
"STAR",1.23766e+18,161.4157236,7.56443896,21.01549,18.40352,19.92929,16.70409,16.38097,3015,301,5,316,1.12607e+18,0.000128236,1000,52643,619
"STAR",1.23766e+18,66.38672236,28.74209842,18.60534,16.84072,15.9447,15.50651,15.25398,3557,301,1,51,1.84439e+18,-0.000111464,1638,52999,620
"STAR",1.23766e+18,126.9562693,30.88632471,19.64947,18.21378,17.6753,17.45514,17.36958,2963,301,1,29,3.58264e+18,0.000170396,3182,54828,87
"STAR",1.23766e+18,244.0710798,35.37911825,19.85635,18.03576,17.16843,16.75692,16.37859,3918,301,6,302,1.19017e+18,-0.000116025,1057,52522,343
"STAR",1.23766e+18,124.8452072,3.738071677,25.10485,20.70492,19.33139,18.5092,17.84166,3015,301,3,72,5.36166e+18,0.000192393,4762,55888,449
"STAR",1.23766e+18,116.6704638,27.29305291,22.39417,21.80158,21.36275,21.45646,21.31361,2864,301,6,56,1.15811e+19,-0.001478434,10286,58084,162
"STAR",1.23767e+18,120.3528945,65.19965316,19.20957,17.85986,17.26347,17.02365,16.89647,5060,301,1,174,3.61195e+18,-2.71e-05,3208,54853,215
"STAR",1.23767e+18,120.2016383,42.15991568,21.17962,19.05904,18.16892,17.81214,17.64855,6573,301,4,238,4.14677e+18,0.000239349,3683,55178,294
"STAR",1.23767e+18,152.4807359,22.01968422,19.55399,18.20431,17.75615,17.60063,17.58103,5137,301,5,263,3.57936e+18,-0.000164923,3179,54830,448
"STAR",1.23766e+18,179.0090355,57.79655385,22.75981,20.89949,19.5837,18.9984,18.64075,3697,301,5,68,7.98399e+18,-0.000135722,7091,56658,834
"STAR",1.23766e+18,9.087644293,-0.702271215,22.40269,19.67402,18.33735,17.09584,16.44858,4263,301,2,176,1.26555e+18,-3.33e-05,1124,52914,132
"STAR",1.23767e+18,252.5042637,12.9340301,19.47148,18.53822,18.27594,18.19763,18.18789,4649,301,5,455,3.17178e+18,-0.001377704,2817,54627,437
"STAR",1.23766e+18,14.07962686,0.991609864,19.79933,18.38365,17.89749,17.76444,17.67194,4263,301,6,210,3.5039e+18,0.000218708,3112,54802,366
"STAR",1.23765e+18,130.8307655,47.93024565,22.16449,21.1422,20.78981,20.74894,20.96121,2074,301,3,86,8.24179e+18,-4.84e-05,7320,56722,732
"STAR",1.23766e+18,239.7975346,4.354393409,20.3294,19.84364,18.93961,18.76931,18.70795,2391,301,4,218,2.06835e+18,8.56e-06,1837,53494,269
"STAR",1.23766e+18,192.7766205,50.82861092,17.96436,15.71188,14.77096,14.42635,14.26351,2964,301,6,354,3.26298e+18,6.25e-05,2898,54567,442
"STAR",1.23766e+18,128.3799828,37.21867793,19.00486,19.00168,19.34604,19.61865,19.90534,2864,301,6,150,4.24e+18,-0.000198359,3763,55508,226
"STAR",1.23765e+18,136.9535338,51.75832722,20.95468,20.01166,19.77757,19.70902,19.5379,2074,301,3,122,8.21349e+18,3.63e-05,7295,57067,189
"STAR",1.23767e+18,53.75485804,1.092175986,21.46633,19.12706,17.61099,16.78624,16.3192,4849,301,6,814,1.19698e+18,-6.28e-05,1063,52591,536
"STAR",1.23766e+18,230.868741,37.79818534,23.61228,22.98072,21.60063,20.40347,19.68879,3926,301,5,31,1.20956e+19,-1.2e-05,10743,58222,34
"STAR",1.23766e+18,191.0425086,49.74504391,20.68193,19.66413,19.43444,19.36028,19.4299,2964,301,3,348,3.2911e+18,-0.000192385,2923,54563,358
"STAR",1.23767e+18,286.0873448,39.99660876,19.16273,17.5851,16.94737,16.69624,16.69837,5416,301,5,165,2.85538e+18,-0.000372448,2536,53883,361
"STAR",1.23767e+18,190.4872736,36.05254524,23.55542,20.89991,19.61499,18.54029,17.81967,4552,301,6,130,4.47333e+18,-0.000188877,3973,55323,485
"STAR",1.23766e+18,173.6675443,58.27891314,22.88114,20.92548,19.41841,18.61335,18.13527,2243,301,1,297,3.61529e+18,-2.91e-05,3211,54852,98
"STAR",1.23765e+18,95.46540854,-0.674161277,17.50525,15.96223,15.75266,15.67631,15.58548,211,301,2,364,1.41752e+18,0.000207997,1259,52931,61
"STAR",1.23766e+18,256.5117953,34.79855279,19.07056,18.10831,17.83102,17.7391,17.77046,2335,301,4,79,1.22748e+19,-0.000701714,10902,58396,773
"STAR",1.23767e+18,228.502097,59.41796018,22.98515,23.87672,24.06218,20.54948,18.82747,6162,301,6,36,6.90238e+17,-9.15e-05,613,52345,222
"STAR",1.23767e+18,129.3440214,12.22769428,20.02144,19.15826,18.80446,18.67533,18.63181,5935,301,5,87,5.07468e+18,0.001018845,4507,55564,900
"STAR",1.23765e+18,189.7461149,-0.63934191,18.00436,17.09915,16.82097,16.71767,16.67933,752,301,2,308,3.2595e+18,-1.7e-05,2895,54567,59
"STAR",1.23766e+18,115.3065828,50.42634306,19.92633,18.95299,18.57765,18.39984,18.36417,4264,301,6,95,4.12998e+18,-0.000711232,3668,55478,664
"STAR",1.23767e+18,128.2893206,11.42809176,25.0601,22.22657,21.05108,19.66104,18.90672,5935,301,4,79,5.07451e+18,0.000185908,4507,55564,305
"STAR",1.23766e+18,180.3588761,49.832088,18.44213,16.27684,15.43495,15.11864,14.95027,2964,301,3,302,3.25843e+18,-0.000150516,2894,54539,277
"STAR",1.23766e+18,134.4761619,28.65943012,20.24982,20.12174,20.3025,20.46431,20.52874,4335,301,5,165,2.17761e+18,0.004153254,1934,53357,425
"STAR",1.23766e+18,116.0885445,20.14459404,20.47109,18.29149,17.38504,17.03885,16.83615,3605,301,4,40,1.00814e+19,0.000178291,8954,57453,235
"STAR",1.23767e+18,43.45239537,33.84315818,17.80426,16.37178,15.7637,15.50505,15.36364,5934,301,3,167,8.16735e+18,2.14e-05,7254,56625,264
"STAR",1.23765e+18,319.1280434,11.73921433,17.18551,16.27039,15.97928,15.85386,15.81107,1739,301,6,36,2.1281e+18,-0.000540171,1890,53237,537
"STAR",1.23768e+18,323.2666415,9.01672162,25.1578,22.54134,20.9901,19.62422,19.68039,7777,301,3,81,4.60384e+18,-1.3e-05,4089,55470,115
"STAR",1.23766e+18,189.3987248,7.022754004,20.08924,19.24876,18.85329,18.68814,18.67166,3842,301,2,56,6.08787e+18,0.000397424,5407,55926,452
"STAR",1.23768e+18,348.0031071,20.40497076,19.74852,18.56413,18.09117,17.8921,17.78246,8108,301,1,166,6.89402e+18,-0.000574253,6123,56217,502
"STAR",1.23767e+18,38.39431992,0.352760084,20.95127,18.79075,17.82357,17.44433,17.24648,4874,301,4,677,1.70021e+18,-0.000236535,1510,52992,350
"STAR",1.23767e+18,230.5178285,11.5756557,25.62799,25.15178,23.95802,20.80337,19.47953,5322,301,1,140,6.18354e+18,-0.000161509,5492,56010,366
"STAR",1.23766e+18,83.83352275,-0.749647995,23.43938,20.24552,18.83999,16.83134,15.68676,4158,301,2,66,1.40182e+18,8.26e-05,1245,53770,255
"STAR",1.23767e+18,42.19036012,34.71277035,20.78897,18.95255,18.06599,17.77501,17.56264,5934,301,6,169,8.16742e+18,-0.000203292,7254,56625,522
"STAR",1.23766e+18,179.1406525,51.0047933,22.85698,21.00792,19.48529,18.62811,18.13485,2964,301,6,297,3.57264e+18,0.000137715,3173,54849,580
"STAR",1.23767e+18,42.33490966,35.0238738,22.13055,20.44383,19.73874,19.44762,19.22666,5934,301,6,171,2.70001e+18,-0.000183077,2398,53768,353
"STAR",1.23765e+18,131.6793461,51.59600172,24.63468,21.51442,21.12836,20.30061,20.39522,1331,301,3,187,5.80631e+18,4.23e-05,5157,55923,167
"STAR",1.23768e+18,329.8608885,0.790492959,22.97149,22.78449,21.96431,21.97701,21.25676,7717,301,1,128,5.79503e+18,0.001490069,5147,55854,67
"STAR",1.23765e+18,160.9407127,-2.066906907,22.3763,21.61348,21.55053,21.37512,20.97883,1140,301,4,54,4.24579e+18,0.000370369,3771,55544,76
"STAR",1.23766e+18,356.7224479,41.93563144,19.79538,17.57982,16.50276,16.04405,15.76145,4072,301,4,79,2.12121e+18,-0.000101942,1884,53228,41
"STAR",1.23767e+18,141.6376877,25.73883437,25.21369,23.72984,22.29465,20.75386,19.71698,5045,301,5,208,1.31461e+19,3.62e-05,11676,58512,369
"STAR",1.23766e+18,71.74272379,23.00634209,19.83679,17.52825,16.44442,15.95738,15.64108,4334,301,1,197,3.01868e+18,1.25e-05,2681,54397,527
"STAR",1.23767e+18,118.0161495,66.42637619,21.1707,19.81466,19.25927,19.07341,18.93571,5060,301,4,167,3.3148e+18,-0.000204095,2944,54523,541
"STAR",1.23767e+18,35.93540643,23.93503895,24.74607,20.76861,19.12625,17.94851,17.31392,5934,301,6,88,3.64914e+18,-0.000153865,3241,54884,343
"STAR",1.23766e+18,148.4122341,68.29066095,17.29365,16.11848,15.64132,15.47959,15.39877,4294,301,3,230,2.11562e+18,-5.69e-05,1879,54478,187
"STAR",1.23765e+18,5.544559634,-9.59677785,26.4883,22.65049,21.07411,18.9111,17.72617,1740,301,4,59,7.35329e+17,4.66e-05,653,52145,423
"STAR",1.23766e+18,217.6863239,43.16326443,23.20294,21.42899,20.00913,18.2726,17.31863,3699,301,5,176,1.57078e+18,0.000173547,1395,52825,559
"STAR",1.23766e+18,195.3057356,46.24230835,22.32658,19.79906,18.2375,17.44222,17.07479,3699,301,2,69,3.79091e+18,-0.00019059,3367,54998,2
"STAR",1.23766e+18,252.9033576,23.66200812,20.14774,17.89309,16.90676,16.51698,16.29312,3926,301,6,188,2.45451e+18,6.27e-05,2180,54613,191
"STAR",1.23767e+18,306.2997235,-12.51122537,21.46279,18.50901,17.31595,16.88585,16.6251,5415,301,5,54,3.53211e+18,7.41e-05,3137,54730,587
"STAR",1.23766e+18,117.1038716,27.74518918,20.42953,18.86385,18.31481,18.13087,18.00618,2864,301,6,60,2.33628e+18,-0.000219925,2075,53730,153
"STAR",1.23768e+18,2.519673201,-8.029672563,17.92538,16.54119,15.94737,15.72022,15.6115,8100,301,2,336,3.52858e+18,-0.000196822,3134,54806,48
"STAR",1.23768e+18,345.7626297,22.29750342,19.97441,18.90725,18.38132,18.14049,17.99911,8108,301,6,154,7.42207e+18,-0.0005224,6592,56535,513
"STAR",1.23766e+18,145.3828082,44.16158184,19.75432,18.71189,18.62884,18.66278,18.70266,2830,301,2,238,3.73922e+18,0.000168121,3321,54924,397
"STAR",1.23768e+18,328.1754137,0.887080465,20.77134,19.89784,19.63528,19.51371,19.52198,7717,301,1,117,1.29828e+18,-0.000173356,1153,52933,414
"STAR",1.24e+18,202.40789,20.14272655,21.81586,20.68437,20.56135,20.60387,20.52696,5314,301,6,165,6.59902e+18,-0.000596611,5861,56069,434
"STAR",1.23765e+18,164.0916035,5.706318228,18.61699,18.39063,18.66223,19.03583,19.24387,2125,301,6,302,5.46518e+18,5.16e-05,4854,55685,224
"STAR",1.23766e+18,239.0228284,26.72601436,21.78909,19.03743,18.02279,17.6207,17.38326,4002,301,4,201,2.78564e+18,-0.000175526,2474,54564,603
"STAR",1.23766e+18,250.6358027,47.96838568,23.53882,22.14318,21.71372,22.82896,20.12123,4011,301,3,127,9.06812e+18,-0.000421902,8054,57194,454
"STAR",1.23767e+18,128.5057526,11.0150521,25.38248,22.36616,20.78539,19.77143,19.27088,5935,301,3,80,5.07451e+18,0.00019694,4507,55564,291
"STAR",1.23766e+18,184.3875878,46.40292492,21.54966,20.03807,20.03878,20.14025,20.04181,3698,301,1,167,7.47608e+18,3.57e-05,6640,56385,398
"STAR",1.23765e+18,183.1296044,-2.129109815,17.87327,16.72084,16.43023,16.31835,16.28162,1140,301,4,202,3.73961e+17,0.000345571,332,52367,589
"STAR",1.23766e+18,254.5966655,39.08752241,18.68191,17.69314,17.40727,17.31062,17.29527,2335,301,6,49,1.20699e+19,-0.000873334,10720,58250,952
"STAR",1.23765e+18,124.6451877,-0.917011878,20.36491,19.31076,18.96583,18.7954,18.75929,756,301,1,59,1.29366e+18,0.000247361,1149,53003,19
"STAR",1.23766e+18,124.2022208,4.426100318,21.90154,19.99203,19.33454,18.90852,18.11853,3015,301,5,68,5.36268e+18,0.000226019,4763,55869,70
"STAR",1.23766e+18,223.2687114,32.1925841,18.6277,16.99329,16.39098,16.18669,16.10555,3900,301,1,586,3.73242e+18,-0.000284576,3315,54942,209
"STAR",1.23766e+18,174.2145931,57.65939719,19.17565,18.25256,18.00271,17.91805,17.94516,3697,301,5,51,1.47397e+18,-0.000533238,1309,52762,617
"STAR",1.23767e+18,243.1110945,8.566329371,18.95114,18.03119,17.74832,17.68842,17.62394,5322,301,1,226,5.51256e+18,-0.000198728,4896,55712,543
"STAR",1.23767e+18,54.24924403,1.060014631,24.84816,21.5375,19.99522,18.61351,17.89936,4849,301,6,817,1.197e+18,7.08e-05,1063,52591,611
"STAR",1.23766e+18,240.5881584,6.067360993,20.68831,18.78642,18.02387,17.72035,17.49196,3894,301,1,247,2.46133e+18,1.32e-05,2186,54327,397
"STAR",1.23767e+18,156.9781558,18.67736339,16.76445,15.56251,15.04898,14.81996,14.72762,5935,301,6,270,3.21234e+18,-3.46e-05,2853,54440,524
"STAR",1.23766e+18,167.0468757,40.70219998,17.34667,16.46303,16.19616,16.09321,16.07283,3840,301,3,85,1.62024e+18,-0.000161465,1439,53003,261
"STAR",1.23766e+18,327.8177255,0.143334814,24.35968,21.15858,19.81663,19.28245,18.95152,4192,301,4,141,1.2465e+18,-0.000108455,1107,52968,470
"STAR",1.23767e+18,168.9665761,18.17696812,18.44515,17.18674,16.67747,16.47569,16.3894,5313,301,1,65,3.21673e+18,4.68e-05,2857,54453,126
"STAR",1.23768e+18,6.809912382,10.66617029,24.67777,24.22418,21.39706,19.47992,20.37397,7880,301,5,88,6.9682e+18,8.85e-05,6189,56237,14
"STAR",1.23767e+18,45.55639919,0.762378107,23.34245,20.63314,19.26966,18.61672,18.23207,4849,301,5,759,1.20146e+18,1.06e-05,1067,52616,451
"STAR",1.23766e+18,244.6463012,39.75069228,18.04833,17.23097,16.95014,16.86134,16.83818,3225,301,1,228,5.84253e+18,-0.000360374,5189,56074,856
"STAR",1.23766e+18,253.3753677,23.11897606,23.34403,21.07195,20.65139,20.57661,20.32549,3926,301,6,193,4.70416e+18,-0.000614271,4178,55653,548
